song_id,artist,album,song,spotify_track_link,spotify_img_link,uri,timestamp,short_day,long_day,time_of_day,context_uri,context_link,context_name
85,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,spotify:track:6Dy1jexKYriXAVG6evyUTJ,2021-12-21T23:59:43.588Z,12/21/2021,"Dec 21, 2021",23:59,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
86,SOPHIE,VYZEE,VYZEE,https://open.spotify.com/track/1LzvuqP3L5Q7G61kUBgfCJ,https://i.scdn.co/image/ab67616d0000b273db139d273aee8c52fea76516,spotify:track:1LzvuqP3L5Q7G61kUBgfCJ,2021-12-21T23:54:08.379Z,12/21/2021,"Dec 21, 2021",23:54,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
87,David Guetta,Nothing but the Beat 2.0,Where Them Girls At (feat. Nicki Minaj & Flo Rida),https://open.spotify.com/track/63rbP24OzfaQCJjsHWZXnY,https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e,spotify:track:63rbP24OzfaQCJjsHWZXnY,2021-12-21T23:50:45.947Z,12/21/2021,"Dec 21, 2021",23:50,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
88,A. G. Cook,Xcxoplex (with Charli XCX),Xcxoplex (with Charli XCX),https://open.spotify.com/track/3Qtc8RGzuzbDGBpZ3tya7s,https://i.scdn.co/image/ab67616d0000b27367218f25bf7f8be3adec711e,spotify:track:3Qtc8RGzuzbDGBpZ3tya7s,2021-12-21T23:47:10.045Z,12/21/2021,"Dec 21, 2021",23:47,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
94,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,Immaterial,https://open.spotify.com/track/6GoLARmR2OZl2EldehFrsA,https://i.scdn.co/image/ab67616d0000b273fa3158c935aa3c01865f7150,spotify:track:6GoLARmR2OZl2EldehFrsA,2021-12-22T01:57:54.074Z,12/22/2021,"Dec 22, 2021",01:57,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
95,Rihanna,Good Girl Gone Bad: Reloaded,Disturbia,https://open.spotify.com/track/2VOomzT6VavJOGBeySqaMc,https://i.scdn.co/image/ab67616d0000b273f9f27162ab1ed45b8d7a7e98,spotify:track:2VOomzT6VavJOGBeySqaMc,2021-12-22T01:50:57.995Z,12/22/2021,"Dec 22, 2021",01:50,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
93,The Pom-Poms,The Pom-Poms,Full Circle,https://open.spotify.com/track/3I3OgWs7gxddgSxA9ANxX5,https://i.scdn.co/image/ab67616d0000b273cf1fa05be8a545fc781aa550,spotify:track:3I3OgWs7gxddgSxA9ANxX5,2021-12-22T00:09:33.306Z,12/22/2021,"Dec 22, 2021",00:09,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
97,Zara Larsson,So Good,Ain't My Fault,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,spotify:track:0ADG9OgdVTL7fgREP75BrZ,2021-12-22T02:01:39.181Z,12/22/2021,"Dec 22, 2021",02:01,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
96,Rico Nasty,Nasty,Countin' Up,https://open.spotify.com/track/6UFG7GbMAeeMijEyrp6f1D,https://i.scdn.co/image/ab67616d0000b27341e7c5b95a9d860b5d868b0e,spotify:track:6UFG7GbMAeeMijEyrp6f1D,2021-12-22T01:46:58.207Z,12/22/2021,"Dec 22, 2021",01:46,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
98,Eartheater,Trinity,Spill The Milk,https://open.spotify.com/track/2hhIvbMtsxm8Lw5WDO6GKk,https://i.scdn.co/image/ab67616d0000b27335af1bc9cfcf0d02fb40c97a,spotify:track:2hhIvbMtsxm8Lw5WDO6GKk,2021-12-22T12:59:41.123Z,12/22/2021,"Dec 22, 2021",12:59,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
99,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,Ponyboy,https://open.spotify.com/track/30lIB7UwSLy5qgkfYZEtB1,https://i.scdn.co/image/ab67616d0000b273fa3158c935aa3c01865f7150,spotify:track:30lIB7UwSLy5qgkfYZEtB1,2021-12-22T12:56:00.868Z,12/22/2021,"Dec 22, 2021",12:56,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
100,Basement Jaxx,The Singles,Where's Your Head At - Radio Edit,https://open.spotify.com/track/0vTy92wY0qSzSNqY4fBXOn,https://i.scdn.co/image/ab67616d0000b273138fa0be53ca6b49f0e51af3,spotify:track:0vTy92wY0qSzSNqY4fBXOn,2021-12-22T13:14:32.011Z,12/22/2021,"Dec 22, 2021",13:14,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
101,Lil Ugly Mane,Playaz Circle,Graveyard Ho,https://open.spotify.com/track/4YiXrYkToGuw5C47ZKV4en,https://i.scdn.co/image/ab67616d0000b2735fa37746658fb35c043fb3e7,spotify:track:4YiXrYkToGuw5C47ZKV4en,2021-12-22T13:10:31.176Z,12/22/2021,"Dec 22, 2021",13:10,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
102,FM Skyline,Sonic in the Holobeach,Sonic in the Holobeach,https://open.spotify.com/track/0D572l8DUok2WQpKMA5MEg,https://i.scdn.co/image/ab67616d0000b2737b39920e649d33948e2f9646,spotify:track:0D572l8DUok2WQpKMA5MEg,2021-12-22T13:08:05.506Z,12/22/2021,"Dec 22, 2021",13:08,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
103,Alex Bush,Heat Lightning,Heat Lightning,https://open.spotify.com/track/5y3BqDC43EhtwBrQ9F1Ilq,https://i.scdn.co/image/ab67616d0000b273241002f5ed732161520d7b25,spotify:track:5y3BqDC43EhtwBrQ9F1Ilq,2021-12-22T13:03:48.561Z,12/22/2021,"Dec 22, 2021",13:03,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
104,Gwen Stefani,Love Angel Music Baby (Deluxe Version),Hollaback Girl,https://open.spotify.com/track/0LzrhCZFXW94Y8nwtTuRlw,https://i.scdn.co/image/ab67616d0000b2737c7136a182372ccdffb3d3c4,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,2021-12-22T13:27:00.158Z,12/22/2021,"Dec 22, 2021",13:27,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
105,Magdalena Bay,"Mini Mix, Vol. 1",Mine,https://open.spotify.com/track/7KnBb86UpclhWqhKTtf9vt,https://i.scdn.co/image/ab67616d0000b27359574c5e75f41c64b36951a1,spotify:track:7KnBb86UpclhWqhKTtf9vt,2021-12-22T13:23:39.728Z,12/22/2021,"Dec 22, 2021",13:23,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
106,Eartheater,Phoenix: Flames Are Dew Upon My Skin,How To Fight,https://open.spotify.com/track/7AlwyhnJAZgtIsm1GnEU3I,https://i.scdn.co/image/ab67616d0000b273982db04b2bb25f6aeba8f883,spotify:track:7AlwyhnJAZgtIsm1GnEU3I,2021-12-22T13:21:17.693Z,12/22/2021,"Dec 22, 2021",13:21,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
107,The Cardigans,First Band On The Moon,Lovefool - Radio Edit,https://open.spotify.com/track/0u4htORODiTK9vHVA89MQX,https://i.scdn.co/image/ab67616d0000b27378933b5beedeb77912107905,spotify:track:0u4htORODiTK9vHVA89MQX,2021-12-22T13:17:46.159Z,12/22/2021,"Dec 22, 2021",13:17,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
108,Slayyyter,Troubled Paradise,Self Destruct (feat. Wuki),https://open.spotify.com/track/534u9PwMAEffT9oprFGIwC,https://i.scdn.co/image/ab67616d0000b273c9131003f26485c8016e3024,spotify:track:534u9PwMAEffT9oprFGIwC,2021-12-22T13:42:59.640Z,12/22/2021,"Dec 22, 2021",13:42,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
109,FM Skyline,Harlequin,Harlequin,https://open.spotify.com/track/7rDsuv5zejXYlPUkG5nW0p,https://i.scdn.co/image/ab67616d0000b27351903a2e8f8b6a696fa1d016,spotify:track:7rDsuv5zejXYlPUkG5nW0p,2021-12-22T13:40:44.471Z,12/22/2021,"Dec 22, 2021",13:40,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
110,death's dynamic shroud,I'll Try Living Like This,혼자 남은 지금 꼴이,https://open.spotify.com/track/6KLkeu4ATlq0p5spHTiwzR,https://i.scdn.co/image/ab67616d0000b27317d7c3f4e4631f685c5f4524,spotify:track:6KLkeu4ATlq0p5spHTiwzR,2021-12-22T13:37:47.440Z,12/22/2021,"Dec 22, 2021",13:37,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
111,Eartheater,Phoenix: Flames Are Dew Upon My Skin,Diamond In The Bedrock,https://open.spotify.com/track/0TMW8WosPCrlN7PYBYucZ3,https://i.scdn.co/image/ab67616d0000b273982db04b2bb25f6aeba8f883,spotify:track:0TMW8WosPCrlN7PYBYucZ3,2021-12-22T13:31:13.471Z,12/22/2021,"Dec 22, 2021",13:31,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
112,Adam Kane,Show N Tell,Show N Tell,https://open.spotify.com/track/6Fb6L6lUpabuwvMnjTgtQ6,https://i.scdn.co/image/ab67616d0000b2739ab77e3c746ce04fa71cca4f,spotify:track:6Fb6L6lUpabuwvMnjTgtQ6,2021-12-22T13:58:50.769Z,12/22/2021,"Dec 22, 2021",13:58,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
113,21 Savage,Savage Mode,X (feat. Future),https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,https://i.scdn.co/image/ab67616d0000b2732dd1ac4a61495080ef8f78ca,spotify:track:6fwdbPMwP1zVStm8FybmkO,2021-12-22T13:54:48.718Z,12/22/2021,"Dec 22, 2021",13:54,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
114,Slayyyter,Troubled Paradise,Troubled Paradise,https://open.spotify.com/track/30qNNWs5kUgcviZxOrQRTo,https://i.scdn.co/image/ab67616d0000b273c9131003f26485c8016e3024,spotify:track:30qNNWs5kUgcviZxOrQRTo,2021-12-22T13:50:28.996Z,12/22/2021,"Dec 22, 2021",13:50,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
115,Caroline Loveglow,Zenosyne,Zenosyne,https://open.spotify.com/track/3VY4cCdIP8gVi8hjZqZhtw,https://i.scdn.co/image/ab67616d0000b27325339d14234058a85f1317a6,spotify:track:3VY4cCdIP8gVi8hjZqZhtw,2021-12-22T13:46:27.181Z,12/22/2021,"Dec 22, 2021",13:46,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
247,Porter Robinson,Nurture,Wind Tempos,https://open.spotify.com/track/4GKSQD4lm08ORPorzi2wOb,https://i.scdn.co/image/ab67616d0000b2737d6ac8b4a84ad4b342050d87,spotify:track:4GKSQD4lm08ORPorzi2wOb,2021-12-23T19:39:42.501Z,12/23/2021,"Dec 23, 2021",19:39,spotify:album:4Hjqdhj5rh816i1dfcUEaM,https://open.spotify.com/album/4Hjqdhj5rh816i1dfcUEaM,Nurture
116,Magdalena Bay,A Little Rhythm and a Wicked Feeling,Killshot,https://open.spotify.com/track/0LJTfmgOMvlLd0u4HU9twm,https://i.scdn.co/image/ab67616d0000b273ae69f02d74849157de206294,spotify:track:0LJTfmgOMvlLd0u4HU9twm,2021-12-22T14:13:47.702Z,12/22/2021,"Dec 22, 2021",14:13,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
117,Isabel's Dream,Monomara,Blue Morning,https://open.spotify.com/track/14bvOLkfUa3YEml31oSOve,https://i.scdn.co/image/ab67616d0000b273df167cdc02225e6a574391b3,spotify:track:14bvOLkfUa3YEml31oSOve,2021-12-22T14:09:51.273Z,12/22/2021,"Dec 22, 2021",14:09,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
118,Eartheater,Scripture,Scripture,https://open.spotify.com/track/1GG23RRVNQiPbzEY8cBXNG,https://i.scdn.co/image/ab67616d0000b273b972c4a0902965c5ded7953d,spotify:track:1GG23RRVNQiPbzEY8cBXNG,2021-12-22T14:03:02.638Z,12/22/2021,"Dec 22, 2021",14:03,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
119,Windows 96,Enchanted Instrumentals and Whispers,Hazy Trip,https://open.spotify.com/track/1j6j15NnBS8n4M9ykj1I62,https://i.scdn.co/image/ab67616d0000b2730c1b77613b98d6f167a89f9e,spotify:track:1j6j15NnBS8n4M9ykj1I62,2021-12-22T14:26:57.240Z,12/22/2021,"Dec 22, 2021",14:26,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
120,Joey Beltram,Classics,Energy Flash,https://open.spotify.com/track/46ddej1ibGIgs58H0wakoK,https://i.scdn.co/image/ab67616d0000b27385443420d191eae4382ecd79,spotify:track:46ddej1ibGIgs58H0wakoK,2021-12-22T14:23:37.371Z,12/22/2021,"Dec 22, 2021",14:23,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
121,Tyla Yaweh,Heart Full of Rage,Wraith Skating (feat. PnB Rock),https://open.spotify.com/track/7gJPfXd1bWdfyKVIMS8rsq,https://i.scdn.co/image/ab67616d0000b2736a59c3251231317dfdb9cd9c,spotify:track:7gJPfXd1bWdfyKVIMS8rsq,2021-12-22T14:43:47.676Z,12/22/2021,"Dec 22, 2021",14:43,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
122,Brandy,Never Say Never,The Boy Is Mine,https://open.spotify.com/track/6sHsXIJoEN5JpdkGMQDJxt,https://i.scdn.co/image/ab67616d0000b27389c9590c941cec56429f2456,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,2021-12-22T14:41:13.181Z,12/22/2021,"Dec 22, 2021",14:41,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
123,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Jellybelly - Remastered 2012,https://open.spotify.com/track/6912SIXb1G9ql3quOxeCaa,https://i.scdn.co/image/ab67616d0000b273431ac6e6f393acf475730ec6,spotify:track:6912SIXb1G9ql3quOxeCaa,2021-12-22T14:36:17.865Z,12/22/2021,"Dec 22, 2021",14:36,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
124,Dorian Electra,Edgelord (feat. Rebecca Black),Edgelord (feat. Rebecca Black),https://open.spotify.com/track/7zBg4D54nRnWYiujlR6FKe,https://i.scdn.co/image/ab67616d0000b27302947b1846b83254017dcbab,spotify:track:7zBg4D54nRnWYiujlR6FKe,2021-12-22T14:33:16.078Z,12/22/2021,"Dec 22, 2021",14:33,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
125,Doss,On Your Mind,On Your Mind,https://open.spotify.com/track/5aqsZYOE5bP1cY4sSaw0Jq,https://i.scdn.co/image/ab67616d0000b27320579d22632c3447f0c84b80,spotify:track:5aqsZYOE5bP1cY4sSaw0Jq,2021-12-22T14:31:04.553Z,12/22/2021,"Dec 22, 2021",14:31,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
126,The Chemical Brothers,Come With Us,Star Guitar,https://open.spotify.com/track/19mC6xktT1JyyycK6cQaXA,https://i.scdn.co/image/ab67616d0000b273a84e1d8c3a99de8e2e1e6c1a,spotify:track:19mC6xktT1JyyycK6cQaXA,2021-12-22T14:55:17.716Z,12/22/2021,"Dec 22, 2021",14:55,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
127,The Chemical Brothers,Come With Us,Star Guitar,https://open.spotify.com/track/19mC6xktT1JyyycK6cQaXA,https://i.scdn.co/image/ab67616d0000b273a84e1d8c3a99de8e2e1e6c1a,spotify:track:19mC6xktT1JyyycK6cQaXA,2021-12-22T14:49:08.014Z,12/22/2021,"Dec 22, 2021",14:49,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
128,Chase Icon,I'm Perfect,I'm Perfect,https://open.spotify.com/track/3YK1uAScUpCaFNCn004pm6,https://i.scdn.co/image/ab67616d0000b2738bc2bd282bc12919e1721fb1,spotify:track:3YK1uAScUpCaFNCn004pm6,2021-12-22T14:48:45.006Z,12/22/2021,"Dec 22, 2021",14:48,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=072bdff2ff905c1d9d7c6e64314e12a3&mode=enhanced,running playlist 🙈😝
129,Windows 96,Glass Prism,Glass Prism,https://open.spotify.com/track/5ta6hMX6WyThwEJcpkxZae,https://i.scdn.co/image/ab67616d0000b273c002c0103f5b978a782d4c66,spotify:track:5ta6hMX6WyThwEJcpkxZae,2021-12-22T14:47:19.209Z,12/22/2021,"Dec 22, 2021",14:47,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
130,Car Seat Headrest,Commit Yourself Completely,"Ivy - Live at the Capitol Theater, Olympia, WA",https://open.spotify.com/track/4MwhlxglzBBnuPrSYQcy1N,https://i.scdn.co/image/ab67616d0000b273b2f4656cfad42edc3749e9fa,spotify:track:4MwhlxglzBBnuPrSYQcy1N,2021-12-22T15:14:47.979Z,12/22/2021,"Dec 22, 2021",15:14,spotify:playlist:52Oj5Vdzk8NK698NI7mZzS,https://open.spotify.com/playlist/52Oj5Vdzk8NK698NI7mZzS,MBDTF 6.3
131,The Pezheads,Pezcatarian,Sophisticated Girl,https://open.spotify.com/track/5BRmhuBxMiTVKPySQeVhZ1,https://i.scdn.co/image/ab67616d0000b273b92d9a7391133eaacf3534a7,spotify:track:5BRmhuBxMiTVKPySQeVhZ1,2021-12-22T15:09:36.117Z,12/22/2021,"Dec 22, 2021",15:09,spotify:playlist:52Oj5Vdzk8NK698NI7mZzS,https://open.spotify.com/playlist/52Oj5Vdzk8NK698NI7mZzS,MBDTF 6.3
132,Spud Cannon,Next Time Read the Fine Print,A Screw Fell from His Head,https://open.spotify.com/track/01TB5ephe199NVHyQ8qaGE,https://i.scdn.co/image/ab67616d0000b273020eaabb373b60f5501cddfe,spotify:track:01TB5ephe199NVHyQ8qaGE,2021-12-22T15:07:26.305Z,12/22/2021,"Dec 22, 2021",15:07,spotify:playlist:52Oj5Vdzk8NK698NI7mZzS,https://open.spotify.com/playlist/52Oj5Vdzk8NK698NI7mZzS,MBDTF 6.3
133,Andrew Bird,Are You Serious,Roma Fade,https://open.spotify.com/track/5fMZ4cDsfhxR7gnFdtrWCy,https://i.scdn.co/image/ab67616d0000b273b06fec2ffbdb24faa70cb468,spotify:track:5fMZ4cDsfhxR7gnFdtrWCy,2021-12-22T15:04:19.719Z,12/22/2021,"Dec 22, 2021",15:04,spotify:playlist:52Oj5Vdzk8NK698NI7mZzS,https://open.spotify.com/playlist/52Oj5Vdzk8NK698NI7mZzS,MBDTF 6.3
134,Jason is,Natalie Portman 2002,Natalie Portman 2002,https://open.spotify.com/track/2qrUT4WXq4ONpuys0zGamm,https://i.scdn.co/image/ab67616d0000b273683469639496e6c9347592a2,spotify:track:2qrUT4WXq4ONpuys0zGamm,2021-12-22T15:26:59.113Z,12/22/2021,"Dec 22, 2021",15:26,spotify:playlist:52Oj5Vdzk8NK698NI7mZzS,https://open.spotify.com/playlist/52Oj5Vdzk8NK698NI7mZzS,MBDTF 6.3
135,Life Without Buildings,Any Other City,Sorrow,https://open.spotify.com/track/3TdNIsGBfhzR97ySB4aYGl,https://i.scdn.co/image/ab67616d0000b273f557471eedfbd9a7ab55d75b,spotify:track:3TdNIsGBfhzR97ySB4aYGl,2021-12-22T15:24:58.432Z,12/22/2021,"Dec 22, 2021",15:24,spotify:playlist:52Oj5Vdzk8NK698NI7mZzS,https://open.spotify.com/playlist/52Oj5Vdzk8NK698NI7mZzS,MBDTF 6.3
136,Jake Bugg,Jake Bugg,Two Fingers,https://open.spotify.com/track/582EVyAFKmKPa1bVPSDurJ,https://i.scdn.co/image/ab67616d0000b2731f028a147500800d81ac1b32,spotify:track:582EVyAFKmKPa1bVPSDurJ,2021-12-22T15:18:05.103Z,12/22/2021,"Dec 22, 2021",15:18,spotify:playlist:52Oj5Vdzk8NK698NI7mZzS,https://open.spotify.com/playlist/52Oj5Vdzk8NK698NI7mZzS,MBDTF 6.3
140,Bree Runway,Big Racks (feat. Brooke Candy),Big Racks (feat. Brooke Candy),https://open.spotify.com/track/15Uh4SZo1nnoPS26RK6WTe,https://i.scdn.co/image/ab67616d0000b273939725d76136ad661f4b1870,spotify:track:15Uh4SZo1nnoPS26RK6WTe,2021-12-22T15:57:42.318Z,12/22/2021,"Dec 22, 2021",15:57,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=116c6570464cdfcbe0fa4ee6471b22df&mode=enhanced,running playlist 🙈😝
141,Kesha,Animal (Expanded Edition),Kiss N Tell,https://open.spotify.com/track/3OY9NKwRfYqNNpeogsm5eR,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,spotify:track:3OY9NKwRfYqNNpeogsm5eR,2021-12-22T15:54:36.378Z,12/22/2021,"Dec 22, 2021",15:54,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=116c6570464cdfcbe0fa4ee6471b22df&mode=enhanced,running playlist 🙈😝
147,Eartheater,Phoenix: Flames Are Dew Upon My Skin,Goodbye Diamond,https://open.spotify.com/track/1mQEh0UXmfOnLTqe6insRG,https://i.scdn.co/image/ab67616d0000b273982db04b2bb25f6aeba8f883,spotify:track:1mQEh0UXmfOnLTqe6insRG,2021-12-22T16:23:26.928Z,12/22/2021,"Dec 22, 2021",16:23,spotify:playlist:4PT829XoCXsrHxWLadG6Oy,https://open.spotify.com/playlist/4PT829XoCXsrHxWLadG6Oy,Not Kurt Vile
148,Flo Milli,"Ho, why is you here ?",Like That Bitch,https://open.spotify.com/track/7zoZd2MuTaQEdF1rlq6Vv1,https://i.scdn.co/image/ab67616d0000b2733ae4c6b039dd0433a53631bb,spotify:track:7zoZd2MuTaQEdF1rlq6Vv1,2021-12-22T16:18:07.387Z,12/22/2021,"Dec 22, 2021",16:18,spotify:playlist:3u2lnRpZzIhXWwT3uABqbX,https://open.spotify.com/playlist/3u2lnRpZzIhXWwT3uABqbX?sessionId=116c6570464cdfcbe0fa4ee6471b22df&mode=enhanced,running playlist 🙈😝
149,SURF GANG,Sgb,Up n Down,https://open.spotify.com/track/5GGmz7QjBjBOOQVGW7KHgf,https://i.scdn.co/image/ab67616d0000b273e2aed6fb66fb33cbd04bbbb0,spotify:track:5GGmz7QjBjBOOQVGW7KHgf,2021-12-22T16:56:16.394Z,12/22/2021,"Dec 22, 2021",16:56,spotify:playlist:2qOQWx0wrcVr48eL7Io7uM,https://open.spotify.com/playlist/2qOQWx0wrcVr48eL7Io7uM,🧫🧎🏽‍♀️
150,James K,036,Ultra Facial!,https://open.spotify.com/track/3kaFCsrbWjhC0o81ZbILmU,https://i.scdn.co/image/ab67616d0000b27326cb9d6561d6be545e68d74a,spotify:track:3kaFCsrbWjhC0o81ZbILmU,2021-12-22T16:54:36.778Z,12/22/2021,"Dec 22, 2021",16:54,spotify:playlist:2qOQWx0wrcVr48eL7Io7uM,https://open.spotify.com/playlist/2qOQWx0wrcVr48eL7Io7uM,🧫🧎🏽‍♀️
